experiment_id,timestamp,instance_id,model,claude_cli_version,condition,prompt_file,system_prompt_hash,claude_session_id,num_turns,duration_ms,output_tokens,input_tokens_fresh,cache_creation_tokens,cache_read_tokens,cost_usd,stop_reason,session_transcript_path,patch_lines,patch_files_changed,patch_sha256,grader_run_id,grader_timestamp,patch_applied,resolved,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failed_tests,notes
exp_20260421_005558_19258167,2026-04-21T00:55:58Z,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3.txt,sha256:ece91955619f2371,19258167-0608-44bd-b385-a6e6045d2164,39,219367,21841,290,47606,1977485,0.367746,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3__caveman-ultra__19258167.jsonl,48,2,sha256:18f61af715709eea,grade_instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3__caveman-ultra__19258167,2026-04-21T00:55:58Z,True,True,9,0,0,0,,pro pilot
exp_20260421_005811_c0a9518e,2026-04-21T00:58:11Z,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c.txt,sha256:ece91955619f2371,c0a9518e-3ffe-48b4-ad30-71131e42e8e2,56,346539,16177,450,79585,4091841,0.5910443500000002,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c__caveman-ultra__c0a9518e.jsonl,143,1,sha256:a1f51db42feb0ad6,grade_instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c__caveman-ultra__c0a9518e,2026-04-21T00:58:11Z,True,True,12,0,13,0,,pro pilot
exp_20260421_010139_bf48bcd2,2026-04-21T01:01:39Z,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86.txt,,bf48bcd2-eb58-46b4-a9de-2631ec2038d3,33,171039,12585,250,82325,2491294,0.41613164999999996,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86__baseline__bf48bcd2.jsonl,69,1,sha256:517917b6cd1082a1,grade_instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86__baseline__bf48bcd2,2026-04-21T01:01:39Z,True,True,1,0,56,0,,pro pilot
exp_20260421_010633_d88d377e,2026-04-21T01:06:33Z,instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0.txt,,d88d377e-a9d8-40b2-aa0d-38bed97ce208,48,261090,17657,386,75522,3542523,0.5383898,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0__baseline__d88d377e.jsonl,53,2,sha256:3355e615fcd4683f,grade_instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0__baseline__d88d377e,2026-04-21T01:06:33Z,True,True,1,0,0,0,,pro pilot
exp_20260421_010744_3fd08ea2,2026-04-21T01:07:44Z,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86.txt,sha256:ece91955619f2371,3fd08ea2-3cd4-4dcf-b7cb-5dd5d80b0d9b,42,323264,13627,338,95234,3809843,0.5694208000000001,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86__caveman-ultra__3fd08ea2.jsonl,77,1,sha256:281a4fb38d878fae,grade_instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86__caveman-ultra__3fd08ea2,2026-04-21T01:07:44Z,True,True,1,0,56,0,,pro pilot
exp_20260421_011329_1422e5d6,2026-04-21T01:13:29Z,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,,1422e5d6-0ecd-4a49-98c2-653882989ad0,70,732914,18824,563,73197,4610340,0.64836625,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__1422e5d6.jsonl,90,2,sha256:bb3bc02484e03b8e,grade_instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__1422e5d6,2026-04-21T01:13:29Z,True,True,6,0,68,0,,pro pilot
exp_20260421_011339_49d17681,2026-04-21T01:13:39Z,instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.txt,,49d17681-c0b1-4334-8da4-ddfebce62987,19,208685,9486,156,35324,881316,0.33519315000000005,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__49d17681.jsonl,0,0,sha256:e3b0c44298fc1c14,grade_instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__49d17681,2026-04-21T01:13:39Z,True,False,0,1,3,0,test/units/modules/test_pip.py::test_failure_when_pip_absent[patch_ansible_module0],pro pilot
exp_20260421_011341_d4c7dbaf,2026-04-21T01:13:41Z,instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0.txt,sha256:ece91955619f2371,d4c7dbaf-ddc8-4f63-bea5-5e4e78993e86,39,212745,11442,314,64161,2589501,0.39774935000000006,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0__caveman-ultra__d4c7dbaf.jsonl,53,2,sha256:3355e615fcd4683f,grade_instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0__caveman-ultra__d4c7dbaf,2026-04-21T01:13:41Z,True,True,1,0,0,0,,pro pilot
exp_20260421_011406_624cc4a8,2026-04-21T01:14:06Z,instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39.txt,,624cc4a8-e7dc-4612-bd58-9fa597f3e997,54,216752,17726,434,55109,2970060,0.45582624999999993,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39__baseline__624cc4a8.jsonl,128,4,sha256:820cf3d715d25eb1,grade_instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39__baseline__624cc4a8,2026-04-21T01:14:06Z,True,True,1,0,0,0,,pro pilot
exp_20260421_011617_d280e461,2026-04-21T01:16:17Z,instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.txt,sha256:ece91955619f2371,d280e461-4199-4fe1-9daa-9953435946ec,27,115993,9658,218,40222,1358523,0.23563579999999998,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__caveman-ultra__d280e461.jsonl,83,1,sha256:98b02be3b771c527,grade_instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__caveman-ultra__d280e461,2026-04-21T01:16:17Z,True,True,1,0,3,0,,pro pilot
exp_20260421_011815_1ee7a5e2,2026-04-21T01:18:15Z,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,sha256:ece91955619f2371,1ee7a5e2-3557-4aa7-85c7-64584570007f,30,176950,7672,242,37462,1355912,0.2221737,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__1ee7a5e2.jsonl,28,1,sha256:584a023d466e0e36,grade_instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__1ee7a5e2,2026-04-21T01:18:15Z,True,True,6,0,68,0,,pro pilot
exp_20260421_011836_cfea3dd5,2026-04-21T01:18:36Z,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb.txt,,cfea3dd5-7f38-4928-a35c-da9355a3250f,21,90723,8742,170,31536,833291,0.16781010000000002,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb__baseline__cfea3dd5.jsonl,79,1,sha256:dc5335f5eab1e71f,grade_instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb__baseline__cfea3dd5,2026-04-21T01:18:36Z,True,True,2,0,4,0,,pro pilot
exp_20260421_011951_ec03a9b9,2026-04-21T01:19:51Z,instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39.txt,sha256:ece91955619f2371,ec03a9b9-1144-4dee-b088-18b94a8e45d1,51,278706,15593,410,48543,2493027,0.38922645,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39__caveman-ultra__ec03a9b9.jsonl,136,5,sha256:67590a5f0d77602d,grade_instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39__caveman-ultra__ec03a9b9,2026-04-21T01:19:51Z,True,True,1,0,0,0,,pro pilot
exp_20260421_012033_78e8fca9,2026-04-21T01:20:33Z,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb.txt,sha256:ece91955619f2371,78e8fca9-da7b-4262-8630-0edbb86cb5ff,13,90603,9937,90,23424,401827,0.12041869999999999,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb__caveman-ultra__78e8fca9.jsonl,57,1,sha256:8cf60ad3cd117217,grade_instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb__caveman-ultra__78e8fca9,2026-04-21T01:20:33Z,True,True,2,0,4,0,,pro pilot
exp_20260421_012415_140b4980,2026-04-21T01:24:15Z,instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,,140b4980-05ce-460e-ae00-1f6468bd5d32,17,123573,8429,138,37941,780749,0.16888815000000001,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__140b4980.jsonl,78,1,sha256:dd247ed237c79512,grade_instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__140b4980,2026-04-21T01:24:15Z,True,True,4,0,68,0,,pro pilot
exp_20260421_012722_2140e53f,2026-04-21T01:27:22Z,instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,sha256:ece91955619f2371,2140e53f-8603-44e6-a86c-d06371cc5d39,15,115570,8920,90,39592,487481,0.1440421,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__2140e53f.jsonl,69,1,sha256:828eb9c79d7bcc8a,grade_instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__2140e53f,2026-04-21T01:27:22Z,True,True,4,0,68,0,,pro pilot
exp_20260421_012825_f5362da4,2026-04-21T01:28:25Z,instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866.txt,,f5362da4-9c93-43aa-8b93-1cbc64d173fb,42,252527,18357,338,51243,2042021,0.36113985000000004,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866__baseline__f5362da4.jsonl,76,1,sha256:d702d5b3e4f35357,grade_instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866__baseline__f5362da4,2026-04-21T01:28:25Z,True,True,1,0,2,0,,pro pilot
exp_20260421_013200_5b6e8476,2026-04-21T01:32:00Z,instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d.txt,,5b6e8476-2dba-438e-a797-97c70e855cf4,96,717164,44353,770,105284,8242869,1.1796619000000002,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__baseline__5b6e8476.jsonl,193,4,sha256:4d0e9d995054a97c,grade_instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__baseline__5b6e8476,2026-04-21T01:32:00Z,True,True,364,0,1,0,,pro pilot
exp_20260421_013240_82d0fc91,2026-04-21T01:32:40Z,instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866.txt,sha256:ece91955619f2371,82d0fc91-9008-44a0-8715-91f76f78b0b9,33,215253,16925,242,40935,1378375,0.27463924999999995,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866__caveman-ultra__82d0fc91.jsonl,51,1,sha256:e51eb87f9d7b06b0,grade_instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866__caveman-ultra__82d0fc91,2026-04-21T01:32:40Z,True,False,1,0,1,1,openlibrary/tests/core/test_db.py::TestUpdateWorkID::test_update_collision,pro pilot
exp_20260421_013541_bc0601a4,2026-04-21T01:35:41Z,instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.txt,,bc0601a4-b764-4393-9f40-2ada12e85244,66,284875,15962,530,97983,4658358,0.6710165500000002,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__bc0601a4.jsonl,98,3,sha256:8eb60bb6eab60271,grade_instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__bc0601a4,2026-04-21T01:35:41Z,True,True,17,0,39,0,,pro pilot
exp_20260421_013838_df9679cc,2026-04-21T01:38:38Z,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944.txt,,df9679cc-9adf-4fb7-a9d7-f7151b14207d,49,472046,14267,394,60825,2867333,0.4357285499999998,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944__baseline__df9679cc.jsonl,211,5,sha256:d6f21ac6be28089c,grade_instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944__baseline__df9679cc,2026-04-21T01:38:38Z,True,True,1,0,0,0,,pro pilot
